rate_scenario_id,rate_scenario,annual_interest_rate,household_group,black_nonblack,n_obs,n_positive_student_debt,weighted_population,SE: weighted population,mean_student_debt,SE: mean student debt,median_student_debt,mean_allowable_deduction_baseline,SE: mean allowable deduction baseline,mean_allowable_deduction_proposed,SE: mean allowable deduction proposed,mean_deduction_gain,SE: mean deduction gain,median_deduction_gain,pct_borrowers_at_2500_limit_baseline,SE: % borrowers at $2500 limit baseline,pct_households_with_positive_deduction_gain,mean_tax_savings_baseline,SE: mean tax savings baseline,mean_tax_savings_proposed,SE: mean tax savings proposed,mean_tax_savings_gain,SE: mean tax savings gain,median_tax_savings_gain,pct_households_with_positive_tax_savings_gain,year,source
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Black,11,3,189849.34061460002,62094.55034763825,34540.5490227376,30396.253853920076,0,284.825021187032,218.39432264213463,512.033793629209,428.0207929530926,227.20877244217698,212.37745893245173,0,54.66835424430519,29.305355265065405,9.088350897687079,38.48304432037146,27.578462705079733,65.7480970134327,52.09333386955676,27.265052693061236,25.4852950718942,0,9.088350897687079,2024,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Non-Black,361,56,3130725.859194096,176301.58580659286,10200.62458054757,2606.9575321714733,0,181.76272767772184,36.775145896496376,245.03833491583651,57.50171442833654,63.27560723811475,24.7370232471005,0,23.66490025196515,7.237235351050434,3.911884287735945,24.713482459985432,5.206861197792391,32.44392735862517,7.5154995747343465,7.7304448986397345,2.9823943622355005,0,3.911884287735945,2024,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Black,10,1,122745.4076142,49854.11205593633,1685.3291773179815,1825.4717565948129,0,46.346552376244496,50.200473306357345,46.346552376244496,50.200473306357345,0,0,0,0,0,0,5.561586285149339,6.024056796762884,5.561586285149339,6.024056796762884,0,0,0,0,2024,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Non-Black,148,23,1268779.3626974996,120304.9500495754,11677.951827788853,3616.9464644089185,0,223.820080455423,61.322783020553686,223.820080455423,61.322783020553686,0,0,0,27.631387137214908,9.98344648625025,0,40.9823317548787,11.530050432769794,40.9823317548787,11.530050432769794,0,0,0,0,2024,SIPP
R680,Estimated interest at 6.8% annual rate,0.068,Married household,Black,11,3,189849.34061460002,62094.55034763825,34540.5490227376,30396.253853920076,0,319.1474736600188,224.90373223515797,596.8868145079954,442.762665618325,277.7393408479766,219.44440866226094,0,68.11756061630847,26.814728157401422,11.32421675635078,43.887361485861504,29.218491785703367,82.26913922819865,57.19882951938334,38.38177774233716,28.16370311340697,0,11.32421675635078,2024,SIPP
R680,Estimated interest at 6.8% annual rate,0.068,Married household,Non-Black,361,56,3130725.859194096,176301.58580659286,10200.62458054757,2606.9575321714733,0,270.8882478357645,44.16302208149456,400.4000297039924,76.5128246132575,129.51178186822773,36.2043276116028,0,39.365464904246736,8.018657901827924,6.5072382304064815,36.36443685004447,6.039528109598875,54.38057535750998,10.844623696897541,18.01613850746553,5.264993315451987,0,6.5072382304064815,2024,SIPP
R680,Estimated interest at 6.8% annual rate,0.068,Unmarried household,Black,10,1,122745.4076142,49854.11205593633,1685.3291773179815,1825.4717565948129,0,114.60238405762276,124.13207944844734,114.60238405762276,124.13207944844734,0,0,0,0,0,0,13.752286086914728,14.895849533813674,13.752286086914728,14.895849533813674,0,0,0,0,2024,SIPP
R680,Estimated interest at 6.8% annual rate,0.068,Unmarried household,Non-Black,148,23,1268779.3626974996,120304.9500495754,11677.951827788853,3616.9464644089185,0,301.22710890709436,77.75435708397752,301.22710890709436,77.75435708397752,0,0,0,72.42318906132024,9.067374968432407,0,56.38465871183539,15.40134482212032,56.38465871183539,15.40134482212032,0,0,0,0,2024,SIPP
