source,year,rate_scenario_id,rate_scenario,annual_interest_rate,household_group,black_nonblack,weighted_population,mean_deduction_gain,mean_tax_savings_gain,total_tax_savings_gain,total_tax_savings_all_groups,tax_relief_share,population_share,tax_relief_to_population_ratio,SE: weighted population,SE: mean deduction gain,SE: mean tax savings gain,SE: total tax savings gain,SE: tax relief share,SE: tax relief to population ratio,n_obs,n_positive_student_debt,lower_95_mean_deduction_gain,upper_95_mean_deduction_gain,lower_95_mean_tax_savings_gain,upper_95_mean_tax_savings_gain,lower_95_tax_relief_to_population_ratio,upper_95_tax_relief_to_population_ratio
SIPP,2024,R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Black,17254.174252,2500,300,5176252.2756,29378156.0228465,0.1761939133135036,0.14447486849786106,1.2195471443956505,15794.829994745327,1.1741526111434773e-13,1.2710574864626037e-14,4738448.998423595,0.14754293897948673,1.0212360150490192,13,13,2499.9999999999995,2500.0000000000005,300,300,0,3.221169733891728
SIPP,2024,R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Non-Black,122470.37297790001,1617.522467024104,197.61435487433172,24201903.7472465,29378156.0228465,0.8238060866864964,0.8555251315021389,0.9629244733466217,42646.93268213892,370.76533198851195,43.15346513436547,9360310.767758558,0.14754293897948675,0.1724589185596798,13,13,890.8224163266204,2344.2225177215873,113.0335632109754,282.19514653768806,0.6249049929696493,1.300943953723594
SIPP,2024,R680,Estimated interest at 6.8% annual rate,0.068,Married household,Black,21498.9508417,2452.614135032487,338.93538571497334,7286755.19599884,63690345.904143706,0.11440910066598904,0.14447486849786106,0.7918962090467856,16304.44447253299,56.230648727880585,46.20284970474184,5157884.626535394,0.08125929895196062,0.5624459104675611,23,23,2342.402063525841,2562.8262065391327,248.37780029367934,429.49297113626733,0,1.8942901935632053
SIPP,2024,R680,Estimated interest at 6.8% annual rate,0.068,Married household,Non-Black,203723.7899987,1990.2726361401042,276.8630541799011,56403590.708144866,63690345.904143706,0.8855908993340109,0.8555251315021389,1.0351430562642645,51562.39113242675,189.5502205415389,35.63763479573866,16675352.343472414,0.08125929895196059,0.09498177897975334,23,23,1618.754203878688,2361.7910684015205,207.01328998025332,346.7128183795489,0.8489787694639479,1.221307343064581
