rate_scenario_id,rate_scenario,annual_interest_rate,household_group,race,n_obs,n_positive_student_debt,weighted_population,SE: weighted population,mean_student_debt,SE: mean student debt,median_student_debt,mean_allowable_deduction_baseline,SE: mean allowable deduction baseline,mean_allowable_deduction_proposed,SE: mean allowable deduction proposed,mean_deduction_gain,SE: mean deduction gain,median_deduction_gain,pct_borrowers_at_2500_limit_baseline,SE: % borrowers at $2500 limit baseline,pct_households_with_positive_deduction_gain,mean_tax_savings_baseline,SE: mean tax savings baseline,mean_tax_savings_proposed,SE: mean tax savings proposed,mean_tax_savings_gain,SE: mean tax savings gain,median_tax_savings_gain,pct_households_with_positive_tax_savings_gain,year,source
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Black alone,10,4,55339.205820100004,19465.08278206724,48133.973518266546,25774.735689577836,2,729.3117127575578,359.7468236835802,1145.8643270147593,609.009562331663,416.5526142572016,280.685417441207,0,36.63151896887455,24.6410901064641,19.944837952464955,87.51740553090693,43.169618842029614,137.5037192417711,73.08114747979953,49.98631371086419,33.682250092944834,0,19.944837952464955,2018,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Hispanic,15,6,80081.5653263,21202.85277023631,8923.676514890842,3150.69211674596,0,245.40110415949815,86.64403321051394,245.40110415949815,86.64403321051394,0,0,0,0,0,0,37.53452827570875,12.186576232835812,37.53452827570875,12.186576232835812,0,0,0,0,2018,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Other,32,5,189685.45812170004,33923.18420347386,10238.12851892062,4815.157407206393,0,273.16886887087355,127.14807703044605,281.5485342703171,132.41682869817575,8.379665399443507,8.398795067757916,0,19.20337225189487,18.236350858281142,3.351866159777402,32.78026426450482,15.257769243653518,33.78582411243804,15.890019443781101,1.0055598479332208,1.0078554081309496,0,3.351866159777402,2018,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,White alone,234,38,1288856.0695422993,85164.32959058564,6786.015508719847,2080.135291207691,0,138.38856734853536,31.32904897897485,162.8240203273417,42.832427808254344,24.43545297880633,16.862222958952696,0,5.8108117670182,3.9075877315000858,0.9774181191522534,16.727759038296714,3.760679021506648,19.660013395753474,5.140538428158592,2.93225435745676,2.023466755074324,0,0.9774181191522534,2018,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Black alone,14,4,87342.0763195,24676.37403564589,27529.67815385459,20598.48411413872,0,463.0212588887721,284.4298615748635,463.0212588887721,284.4298615748635,0,0,0,31.370525771718295,26.609218618802977,0,55.562551066652645,34.131583388983636,55.562551066652645,34.131583388983636,0,0,0,0,2018,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Hispanic,12,6,79984.66979759999,24686.78913167777,13199.462662900445,6765.916105371702,1200,342.34965179742846,169.15332513891641,342.34965179742846,169.15332513891641,0,0,0,10.978279024527595,11.358871521630213,0,55.65583048542038,32.920740669246115,55.65583048542038,32.920740669246115,0,0,0,0,2018,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Other,11,4,67498.06116699999,21346.75980698763,10580.141782671599,8205.096734200462,0,185.0731226244416,117.10209634103812,185.0731226244416,117.10209634103812,0,0,0,11.711110994652234,13.818123688850603,0,22.208774714932993,14.052251560924578,22.208774714932993,14.052251560924578,0,0,0,0,2018,SIPP
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,White alone,119,17,659673.1721231,62526.816074707865,11452.542951502177,3909.9799098786157,0,189.99801001963962,48.31218195791799,189.99801001963962,48.31218195791799,0,0,0,29.503734615023358,13.267601134679573,0,31.44850516387944,8.112000297274548,31.44850516387944,8.112000297274548,0,0,0,0,2018,SIPP
R680,Estimated interest at 6.8% annual rate,0.068,Married household,Black alone,10,4,55339.205820100004,19465.08278206724,48133.973518266546,25774.735689577836,2,836.888810387363,407.2790277662067,1567.677241198648,762.5714639200313,730.7884308112848,360.2608948124563,0,61.48049648707685,27.309015377344014,33.474411495568745,100.42665724648357,48.87348333194484,188.12126894383772,91.50857567040377,87.69461169735416,43.23130737749477,0,33.474411495568745,2018,SIPP
R680,Estimated interest at 6.8% annual rate,0.068,Married household,Hispanic,15,6,80081.5653263,21202.85277023631,8923.676514890842,3150.69211674596,0,587.4073582515549,209.82659747771353,606.8100030125772,214.24706393872532,19.4026447610223,20.90357150632419,0,10.368892270658879,11.930930983528063,4.57609546250526,90.48433436497534,30.392502351634153,92.81265173629802,30.1340794121031,2.328317371322676,2.5084285807589013,0,4.57609546250526,2018,SIPP
