rate_scenario_id,rate_scenario,annual_interest_rate,household_group,race,n_obs,n_positive_student_debt,weighted_population,SE: weighted population,mean_student_debt,SE: mean student debt,median_student_debt,mean_allowable_deduction_baseline,SE: mean allowable deduction baseline,mean_allowable_deduction_proposed,SE: mean allowable deduction proposed,mean_deduction_gain,SE: mean deduction gain,median_deduction_gain,pct_borrowers_at_2500_limit_baseline,SE: % borrowers at $2500 limit baseline,pct_households_with_positive_deduction_gain,mean_tax_savings_baseline,SE: mean tax savings baseline,mean_tax_savings_proposed,SE: mean tax savings proposed,mean_tax_savings_gain,SE: mean tax savings gain,median_tax_savings_gain,pct_households_with_positive_tax_savings_gain,source,year
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Black alone,113.6,42.4,3126211.066871209,213204.89584973105,28911.511371953064,5069.968660850235,0,490.0434267399381,63.11866626734243,633.5925185967833,97.32508865126866,143.54909185684514,40.91844100341191,0,25.064958265345822,4.996984103307469,12.092953395334776,89.32954389468985,12.297056379015014,115.2055515335387,18.847551340562397,25.876007638848854,7.898125603214996,0,12.092953395334776,SCF,2019
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Hispanic,169,41.2,4197026.085437779,303669.3654764687,8993.746349801699,1677.3028919202566,0,218.82116414126418,38.746750153596246,245.4740999161703,46.191380382981954,26.652935774906144,10.637464240769145,0,13.361766249296823,4.402676890305715,3.5148566180477108,38.87838601795725,7.5028200056171785,43.61275886840638,8.798227809936545,4.734372850449137,1.8033861507257787,0,3.5148566180477108,SCF,2019
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Other,112.6,19,2940085.21158805,252651.13193705154,4927.348236626671,1225.3261771809462,0,124.06317371166708,30.04475860624004,134.94301389129566,33.41063700296291,10.879840179628593,8.010969401315448,0,5.735130620884445,3.6528479202837985,1.4427275283289558,20.095478162276244,5.334070115183403,22.48904300179453,6.2709682672653075,2.3935648395182905,1.7624132682893972,0,1.4427275283289558,SCF,2019
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,White alone,1110,253.4,28939406.136919137,618618.3421971932,10644.50292220241,841.3080369673437,0,223.3699786595228,14.369318238467843,264.45563255636887,19.372015139732593,41.08565389684608,7.8924937022304436,0,12.419878236356837,1.8777089755999867,3.2013485824623973,39.81417393626928,2.5933285718255585,48.2668468978625,3.8740563617169346,8.452672961593215,1.7053528115006806,0,3.2013485824623973,SCF,2019
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Black alone,237.8,92,6685918.624015565,405047.8779853335,15760.266889765846,1476.8303672450559,0,372.0005998037442,30.57814378990997,372.0005998037442,30.57814378990997,0,0,0,6.627647155113241,1.965485837717543,0,65.20297953187773,6.101431932914834,65.20297953187773,6.101431932914834,0,0,0,0,SCF,2019
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Hispanic,155,36.8,4289937.073434681,222957.60486376774,9959.049332150962,2200.631737809968,0,181.0950647474624,31.03907162636931,181.0950647474624,31.03907162636931,0,0,0,13.309336135241283,4.2122154968477785,0,32.75909321841428,5.556221676158918,32.75909321841428,5.556221676158918,0,0,0,0,SCF,2019
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Other,79.6,21,2358018.171460569,215228.27679655026,18925.94069846734,6067.94694552573,0,281.5852226738317,58.96987999802038,281.5852226738317,58.96987999802038,0,0,0,13.03126615996208,6.53675505412048,0,50.60170859558456,11.294470031475514,50.60170859558456,11.294470031475514,0,0,0,0,SCF,2019
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,White alone,766.4,140.6,21324953.307591308,512650.7285551935,7291.480491492204,667.4207502807371,0,161.58785261512398,13.300112461094773,161.58785261512398,13.300112461094773,0,0,0,12.571811931524834,1.9064642137369099,0,29.517008159048952,2.4366888672394222,29.517008159048952,2.4366888672394222,0,0,0,0,SCF,2019
R680,Estimated interest at 6.8% annual rate,0.068,Married household,Black alone,113.6,42.4,3126211.066871209,213204.89584973105,28911.511371953064,5069.968660850235,0,663.2118690242545,70.7927043700674,1066.8575657132105,129.64928200815012,403.645696688956,64.04574800209548,0,45.54098574058036,6.594631773977657,21.570351129284937,117.83686714682722,13.756331863930548,192.98868441320116,25.012355803443143,75.15181726637394,12.391175846016436,0,21.570351129284937,SCF,2019
R680,Estimated interest at 6.8% annual rate,0.068,Married household,Hispanic,169,41.2,4197026.085437779,303669.3654764687,8993.746349801699,1677.3028919202566,0,379.3460177639759,54.11138345848173,499.3232919554135,83.26854724864258,119.97727419143759,34.46632831557013,0,27.417569059628736,5.684542558073973,7.2123073360219285,65.3590424081141,9.928882970912463,87.82573525939094,15.750056071362456,22.466692851276836,6.633941906995241,0,7.2123073360219285,SCF,2019
