rate_scenario_id,rate_scenario,annual_interest_rate,household_group,black_nonblack,n_obs,n_positive_student_debt,weighted_population,SE: weighted population,mean_student_debt,SE: mean student debt,median_student_debt,mean_allowable_deduction_baseline,SE: mean allowable deduction baseline,mean_allowable_deduction_proposed,SE: mean allowable deduction proposed,mean_deduction_gain,SE: mean deduction gain,median_deduction_gain,pct_borrowers_at_2500_limit_baseline,SE: % borrowers at $2500 limit baseline,pct_households_with_positive_deduction_gain,mean_tax_savings_baseline,SE: mean tax savings baseline,mean_tax_savings_proposed,SE: mean tax savings proposed,mean_tax_savings_gain,SE: mean tax savings gain,median_tax_savings_gain,pct_households_with_positive_tax_savings_gain,source,year
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Black,144,60.6,3442023.8881908995,201210.85615676767,18433.646250442212,2096.5110360898366,0,438.14890175191925,46.34343982223746,477.1883695952016,54.05250746678163,39.03946784328236,13.385960475728407,0,8.241507343108097,2.6601524313031653,3.544023051938748,67.59175568904334,7.3708410495710055,73.43245688219461,8.414801540356413,5.840701193151273,1.9215085810610413,0,3.544023051938748,SCF,2016
R275,Estimated interest at 2.75% annual rate,0.0275,Married household,Non-Black,1585.4,341.2,35703302.883355744,616023.2224013467,8277.807106292374,542.2157838648462,0,188.62979092211208,10.666106802507963,216.2833507334864,13.827289681880899,27.653559811374304,4.51856113947097,0,8.652028724816551,1.0997368774085052,1.9985823076669125,31.639289242844264,1.9448724679650506,36.436100768607446,2.5850601973198284,4.79681152576318,0.8664311063863932,0,1.9985823076669125,SCF,2016
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Black,223.2,80,5479357.871634711,316944.4633786591,11795.089313428602,984.5466761687309,0,283.01944403240833,22.236098246792434,283.01944403240833,22.236098246792434,0,0,0,7.5392882881274215,1.7015142146089959,0,48.028561419756294,4.465163362659426,48.028561419756294,4.465163362659426,0,0,0,0,SCF,2016
R275,Estimated interest at 2.75% annual rate,0.0275,Unmarried household,Non-Black,997,210.6,24363344.138304953,538255.1470398175,7372.814819949716,649.2322084907473,0,161.27640414621425,10.257506628455843,161.27640414621425,10.257506628455843,0,0,0,6.826161586299952,1.359460333793271,0,28.43313879686952,2.018398758413529,28.43313879686952,2.018398758413529,0,0,0,0,SCF,2016
R680,Estimated interest at 6.8% annual rate,0.068,Married household,Black,144,60.6,3442023.8881908995,201210.85615676767,18433.646250442212,2096.5110360898366,0,707.3337577171332,65.62770884254209,1022.9780055342165,106.92748664247209,315.6442478170835,49.02725444913925,0,41.407397815554226,4.345425329667636,19.110830170031456,106.6456742824938,9.744107025350214,157.47888741897393,16.94414597879998,50.83321313648011,8.187787823371673,0,19.110830170031456,SCF,2016
R680,Estimated interest at 6.8% annual rate,0.068,Married household,Non-Black,1585.4,341.2,35703302.883355744,616023.2224013467,8277.807106292374,542.2157838648462,0,320.0890645954561,15.64589173013386,437.3076480054211,23.90049319190201,117.21858340996491,9.435969549222225,0,29.68949427405657,1.565071095326985,7.2162598113524785,52.974108509827076,2.7052437919213093,73.14504265336157,4.298001404360025,20.170934143534517,1.796462250751898,0,7.2162598113524785,SCF,2016
R680,Estimated interest at 6.8% annual rate,0.068,Unmarried household,Black,223.2,80,5479357.871634711,316944.4633786591,11795.089313428602,984.5466761687309,0,498.4148735004219,39.952000311900896,498.4148735004219,39.952000311900896,0,0,0,30.533499402234487,3.7869319000435557,0,86.13304525503814,7.665503622046887,86.13304525503814,7.665503622046887,0,0,0,0,SCF,2016
R680,Estimated interest at 6.8% annual rate,0.068,Unmarried household,Non-Black,997,210.6,24363344.138304953,538255.1470398175,7372.814819949716,649.2322084907473,0,281.4108375818956,14.352186615082307,281.4108375818956,14.352186615082307,0,0,0,28.842755715700697,2.2122061532310857,0,49.40118000586388,2.6944252655857683,49.40118000586388,2.6944252655857683,0,0,0,0,SCF,2016
